FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;RANGE LIMITATION INDICATOR;;;1A;RANGE LIMITATION INDICATOR;;1117/2;1-1;M
2;MAXIMUM RANGE, TENS OF METRES;;;2A;MAXIMUM RANGE, TENS OF METRES;;1563/2;1-4;M*
