FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;DISTANCE IN KILOMETRES;;;1A;DISTANCE IN KILOMETRES;;1327/1;1-12;M
