FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;ICAO BASE CODE;;;1A;ICAO BASE CODE;;1125/2;4-4;M
2;NUMBER OF ENGINES;;;2A;NUMBER OF ENGINES;;1044/216;1-3;M
3;NUMBER OF ENGINES UNSERVICABLE;;;3A;NUMBER OF ENGINES UNSERVICABLE;;1044/217;1-2;M
4;COMMENTS;;;4A;COMMENTS;;1357/1;1-68;C
