FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;SAFETY STANDOFF DISTANCE;;;1A;SAFETY STANDOFF DISTANCE;;2158;2-8;M
