FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;LOCATION OF CURRENT;;;1A;LATITUDE AND LONGITUDE, MINUTES, 0-4 DECIMAL PLACES;;2571;1-22;M
;LOCATION OF CURRENT;;;1B;UNIVERSAL TRANSVERSE MERCATOR (UTM);UTM;2572;;
;LOCATION OF CURRENT;;;1C;MILITARY GRID REFERENCE SYSTEM (UTM) (MGRS-UTM);MGRS;2573;;
;LOCATION OF CURRENT;;;1D;UNIVERSAL POLAR STEREOGRAPHIC (UPS);UPS;2574;;
;LOCATION OF CURRENT;;;1E;MILITARY GRID REFERENCE SYSTEM (UPS) (MGRS-UPS);MUPS;2575;;
;LOCATION OF CURRENT;;;1F;NATIONAL GRID SYSTEM COORDINATES;GRID;1911/1;;
2;CURRENT OBSERVATION DATE-TIME GROUP;;;2A;DTG;;2033;14-14;M
3;SPEED;;;3A;SPEED;;2063;4-7;M
4;DIRECTION OF MOVEMENT (COMPASS POINT);;;4A;DIRECTION OF MOVEMENT (COMPASS POINT);;1161/1;1-3;M
