FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;SPEED;;;1A;SPEED;;2063;4-7;M
2;DIRECTION INDICATOR;;;2A;DIRECTION INDICATOR;;1586/1;1-1;M
