FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;NUMBER OF CUTS;;;1A;NUMBER OF CUTS;;1044/350;1-2;M
