FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;CONSTRUCTION RESOURCE TYPE;;;1A;CONSTRUCTION RESOURCE TYPE;;1780/1;4-6;M*
2;QUANTITY OF RESOURCE;;;2A;QUANTITY OF RESOURCE;;1781/1;3-4;M*
