FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;TIME RELATIVE TO H-HOUR IN MINUTES;;;1A;TIME RELATIVE TO H-HOUR IN MINUTES;;1072/22;1-4;M
2;DURATION OF FIRE IN MINUTES RELATIVE TO H-HOUR;;;2A;DURATION OF FIRE IN MINUTES RELATIVE TO H-HOUR;;1072/23;1-2;C
