FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;CCO CALL SIGN;;;1A;CCO CALL SIGN;;1129/54;1-15;M
2;PRIMARY FREQUENCY IN MEGAHERTZ, .0000001 - 99999999;;;2A;PRIMARY FREQUENCY IN MEGAHERTZ, .0000001 - 99999999;PRI;1068/13;1-16;M
3;ALTERNATIVE FREQUENCY IN MEGAHERTZ, .0000001 - 99999999;;;3A;ALTERNATIVE FREQUENCY IN MEGAHERTZ, .0000001 - 99999999;ALT;1068/19;1-16;M
