FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;TYPE OF ACCESS RIGHT BANK;;;1A;TYPE OF ACCESS RIGHT BANK;;1666/5;1-10;M
2;TYPE OF ACCESS LEFT BANK;;;2A;TYPE OF ACCESS LEFT BANK;;1666/6;1-10;M
