FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;TERRAIN TYPE;;;1A;TERRAIN TYPE;;1289/1;3-13;M
2;LENGTH IN METRES, 1-9999;;;2A;LENGTH IN METRES, 1-9999;;1657/5;1-4;O
3;WIDTH IN METRES, 1-9999;;;3A;WIDTH IN METRES, 1-9999;;1658/3;1-4;O
4;MAJOR AXIS OF TERRAIN IN DEGREES;;;4A;MAJOR AXIS OF TERRAIN IN DEGREES;;2065;4-4;O
5;TERRAIN SHAPE;;;5A;TERRAIN SHAPE;;1259/4;2-11;O
6;TYPE OF MAJOR SURFACE;;;6A;TYPE OF MAJOR SURFACE;;1289/4;4-6;O
7;VEGETATION TYPE;;;7A;VEGETATION TYPE;;1206/1;3-9;O*
