FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;TECHNICAL DOCUMENTS ATTACHED;;;1A;TECHNICAL DOCUMENTS ATTACHED;;1359/35;1-1;M
2;REMARKS;;;2A;REMARKS;;1357/28;1-68;O
