FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;OPERATIONAL SPEED IN KNOTS, 0-1 DECIMAL PT PERMITTED;;;1A;OPERATIONAL SPEED IN KNOTS, 0-1 DECIMAL PT PERMITTED;;1061/8;1-6;M
2;STATIONING SPEED IN KNOTS, 0-1 DECIMAL PT PERMITTED;;;2A;STATIONING SPEED IN KNOTS, 0-1 DECIMAL PT PERMITTED;;1061/10;1-6;M
