FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;MEDIA PRESENCE;;;1A;MEDIA PRESENCE;;1359/29;1-1;M
2;MEDIA IDENTIFIER;;;2A;MEDIA IDENTIFIER;;1380/4;1-30;C*
3;MEDIA SIGNIFICANCE;;;3A;MEDIA SIGNIFICANCE;;1723/3;2-2;C*
4;MEDIA TYPE;;;4A;MEDIA TYPE;;1153/2;2-3;C*
