FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;ALTITUDE IN FEET ABOVE GROUND LEVEL (AGL);;;1A;ALTITUDE IN FEET ABOVE GROUND LEVEL (AGL);;1290/2;1-5;M
2;SPEED IN KNOTS;;;2A;SPEED IN KNOTS;;1061/1;1-6;M
