FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;LENGTH IN METRES, 1-9999;;;1A;LENGTH IN METRES, 1-9999;;1657/5;1-4;M
2;DEPTH (FRONT TO BACK) IN METRES;;;2A;DEPTH (FRONT TO BACK) IN METRES;;1052/6;1-4;M
3;MINEFIELD DENSITY;;;3A;MINEFIELD DENSITY;;1254/1;4-4;M
4;DENSITY MEASURE;;;4A;DENSITY MEASURE;;1702/1;1-1;M
5;NUMBER OF MINE ROWS;;;5A;NUMBER OF MINE ROWS;;1044/352;1-2;M
