FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;ASSISTED UNIT CALL SIGN;;;1A;ASSISTED UNIT CALL SIGN;;1129/28;1-38;M
2;RADIO FREQUENCY;;;2A;RADIO FREQUENCY;;2064;3-14;M
