FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;RADAR FUNCTION;;;1A;RADAR TYPE, ABBREVIATED;;1135/4;2-5;M*
2;RADAR NAME;;;2A;RADAR STATION NAME;;1022/199;1-30;M*
