FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;SEMI-MAJOR AXIS ORIENTATION;;;1A;SEMI-MAJOR AXIS ORIENTATION, DEGREES TRUE;;2256;4-4;M
2;SEMI-MAJOR AXIS LENGTH;;;2A;SEMI-MAJOR AXIS LENGTH, NAUTICAL MILES;;2280;3-6;M
3;SEMI-MINOR AXIS LENGTH;;;3A;SEMI-MINOR AXIS LENGTH, NAUTICAL MILES;;2280;3-6;M
