FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;TACTICAL OBJECTIVE;;;1A;TACTICAL OBJECTIVE;;1456/2;2-2;M
2;GENERAL STOPPING POWER;;;2A;GENERAL STOPPING POWER;;1427/5;3-6;M
