FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;LIAISON LOCATION;;;1A;UNIVERSAL TRANSVERSE MERCATOR (UTM);;2572;16-16;M
