FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;CRATER INDICATOR;;;1A;CRATER INDICATOR;;1526/1;3-6;M
2;CRATER WIDTH AND UNIT OF MEASUREMENT;;;2A;CRATER WIDTH AND UNIT OF MEASUREMENT;;2314;2-7;O
