FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;NATO NETWORK IDENTIFIER;;;1A;NATO NETWORK IDENTIFIER;;1022/641;9-12;M
2;NETWORK ORIGINATION DATE, DDMMMYYYY;;;2A;NETWORK ORIGINATION DATE, DDMMMYYYY;;2001;9-9;O
3;TIME SEPARATION OPERATING AREA OFFSET PARAMETER;;;3A;TIME SEPARATION OPERATING AREA OFFSET PARAMETER;;1261/16;1-20;O*
4;TIME SYNCHRONIZATION TIME ZONE;;;4A;TIME SYNCHRONIZATION TIME ZONE;;1003/3;1-1;C*
5;TIME OFFSET;;;5A;TIME OFFSET;;2810;4-10;C*
;TIME OFFSET;;;5B;OFFSET ZERO;;1276/4;;
