FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;NUMBER OF AIR DEFENCE AIRCRAFT REMAINING;;;1A;NUMBER OF AIR DEFENCE AIRCRAFT REMAINING;;1044/4;3-3;M
2;NUMBER OF AIR DEFENCE WEAPON SYSTEMS AVAILABLE;;;2A;NUMBER OF AIR DEFENCE WEAPON SYSTEMS AVAILABLE;;1044/12;3-3;M
3;TOTAL NUMBER AIR DEFENCE AIRCRAFT LOST;;;3A;TOTAL NUMBER AIR DEFENCE AIRCRAFT LOST;;1044/5;3-3;M
