FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;SUBMARINE NAME AND MESSAGE SERIAL NUMBER;;;1A;SUBMARINE NAME AND SERIAL NUMBER;;2068;3-42;C*
;SUBMARINE NAME AND MESSAGE SERIAL NUMBER;;;1B;DATA QUALIFIER NIL;;1130/59;;
