FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;SURFACE SPEED, KNOTS;;;1A;SURFACE SPEED, KNOTS;;2265;4-7;M
2;DIVE SPEED, KNOTS;;;2A;DIVE SPEED, KNOTS;;2265;4-7;O
