FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;BROADCAST CALL SIGN;;;1A;BROADCAST CALL SIGN;;1129/4;1-6;M
2;FIRST SERIAL NUMBER COPIED;;;2A;FIRST SERIAL NUMBER COPIED;;1012/81;3-3;M
3;LAST SERIAL NUMBER COPIED;;;3A;LAST SERIAL NUMBER COPIED;;1012/82;3-3;M
4;NUMBER OF MESSAGES SENT;;;4A;NUMBER OF MESSAGES SENT;;1044/121;1-2;M
5;NUMBER OF MESSAGES RECEIVED;;;5A;NUMBER OF MESSAGES RECEIVED;;1044/125;1-2;M
6;RELIABILITY;;;6A;RELIABILITY;;1064/7;1-3;M
7;COMMUNICATION LOW RELIABILITY CAUSE;;;7A;COMMUNICATION LOW RELIABILITY CAUSE;;1481/1;2-3;O
8;FREQUENCY USED;;;8A;FREQUENCY USED;;2064;3-14;O
