FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;PORTION OF ORDNANCE;;;1A;PORTION OF ORDNANCE;;1203/3;4-4;M*
2;MATERIAL;;;2A;MATERIAL;;1592/1;1-30;M*
