FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;ENTITY KEY;;;1A;IMAGERY KEY;;2585;12-12;M
2;REMARKS;;;2A;REMARKS;;1357/28;1-68;O
