FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;SUBMARINE DETECTION CALLED;;;1A;SUBMARINE DETECTION CALLED;;1359/5;1-1;M
2;SUBMARINE CONTACT INVESTIGATED;;;2A;SUBMARINE CONTACT INVESTIGATED;;1359/6;1-1;M
3;POSTFLIGHT ANALYSIS CONFIRMS CONTACT;;;3A;POSTFLIGHT ANALYSIS CONFIRMS CONTACT;;1359/7;1-1;O
4;POSTFLIGHT ANALYSIS CONFIRMS INVESTIGATION WARRANTED;;;4A;POSTFLIGHT ANALYSIS CONFIRMS INVESTIGATION WARRANTED;;1359/8;1-1;O
5;POSTFLIGHT ANALYSIS CALLED MISSED DETECTION;;;5A;POSTFLIGHT ANALYSIS CALLED MISSED DETECTION;;1359/9;1-1;O
6;FAST-TIME ANALYSIS CALLED MISSED DETECTION;;;6A;FAST-TIME ANALYSIS CALLED MISSED DETECTION;;1359/10;1-1;O
