FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;LUBRICATION OIL TYPE;;;1A;LUBRICATION OIL TYPE;;1803/6;4-6;M*
2;REMAINING LUBE OIL IN PERCENT;;;2A;REMAINING LUBE OIL IN PERCENT;;1064/23;2-2;M*
3;PERCENTAGE USED IN LAST 24 HOURS;;;3A;PERCENTAGE USED IN LAST 24 HOURS;;1064/58;2-2;M*
