FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;EXCLUDED FUZE TYPE;;;1A;EXCLUDED FUZE TYPE;;1192/7;2-3;M*
