FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;FIRE DEMOLITION IF ENEMY IN ACT OF CAPTURING TARGET;;;1A;FIRE DEMOLITION IF ENEMY IN ACT OF CAPTURING TARGET;;1027/27;2-3;M
2;DEMOLITION ORDER TO THE DEMOLITION GUARD;;;2A;DEMOLITION ORDER TO THE DEMOLITION GUARD;;1094/2;2-2;M*
