FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;CIRCLE LOCATION;;;1A;UNIVERSAL TRANSVERSE MERCATOR (UTM);;2572;16-16;M
2;RADIUS IN METRES, 10-9999;;;2A;RADIUS IN METRES, 10-9999;;1580/2;2-4;M
