FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;ASW PREPLAN IDENTIFIER (STANDARD);;;1A;STANDARD ASW PREPLAN IDENTIFIER;;1012/698;1-2;M
2;ASW REACTION;;;2A;ASW REACTION;;1132/1;1-68;M
