FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;ICAO BASE CODE;;;1A;ICAO BASE CODE;;1125/2;4-4;M
2;AEW AIRCRAFT;;;2A;AEW AIRCRAFT;;1015/14;3-6;M
3;NUMBER OF CREWS ASSIGNED;;;3A;NUMBER OF CREWS ASSIGNED;;1044/207;1-2;M
4;NUMBER OF CREWS COMBAT READY;;;4A;NUMBER OF CREWS COMBAT READY;;1044/208;1-2;M
5;NUMBER OF CREWS AAR QUALIFIED;;;5A;NUMBER OF CREWS AAR QUALIFIED;;1044/209;1-2;M
6;NUMBER OF CREWS AVAILABLE;;;6A;NUMBER OF CREWS AVAILABLE;;1044/210;1-2;M
