FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;VERIFIED NUMBER OF ENEMY UNITS;;;1A;VERIFIED NUMBER OF ENEMY UNITS;;2400;2-4;M*
2;VERIFIED UNIT SIZE INDICATOR;;;2A;VERIFIED UNIT SIZE INDICATOR;;2392;2-8;M*
3;VERIFIED NATIONALITY;;;3A;VERIFIED NATIONALITY;;2082;3-3;M*
4;VERIFIED UNIT ROLE INDICATOR CODE 'A';;;4A;VERIFIED UNIT ROLE INDICATOR CODE 'A';;2393;3-7;M*
