FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;LENGTH OF RAIL SECTION;;;1A;LENGTH OF RAIL SECTION;;2454;2-7;M
2;NUMBER OF RAIL TIES;;;2A;NUMBER OF RAIL TIES;;1044/844;1-3;M
3;RAIL GAUGE;;;3A;RAIL GAUGE;;1843/1;3-3;M
4;MAXIMUM LOAD SUPPORTED IN METRIC TONS;;;4A;MAXIMUM LOAD SUPPORTED IN METRIC TONS;;1855/1;1-3;O
