FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;BYPASS IDENTIFICATION;;;1A;BYPASS IDENTIFICATION;;1261/11;1-15;M
