FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;TEXT INDICATOR;;;1A;TEXT INDICATOR;;1009/1;1-61;M
