FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;FUEL TYPE;;;1A;NATO STANDARD AVIATION FUEL TYPE;NATO;1172/3;3-5;M
;FUEL TYPE;;;1B;REFUELLING FUEL GRADE;OTR;1803/4;;
2;OIL GRADE;;;2A;AVIATION OIL GRADE;;1803/1;4-5;O
3;AIRCRAFT SUPPORTING FLUIDS AND SYSTEMS;;;3A;AIRCRAFT SUPPORTING FLUIDS AND SYSTEMS;;1828/1;3-3;O
4;OXYGEN SERVICING;;;4A;OXYGEN SERVICING;;1591/2;3-3;O
5;AIRCRAFT STARTING UNIT AVAILABILITY;;;5A;AIRCRAFT STARTING UNIT;;1827/1;2-4;O
