FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;LAYER INDICATOR;;;1A;LAYER INDICATOR;;1329/1;2-2;M*
2;WIND DIRECTION;;;2A;WIND DIRECTION IN DEGREES;;1043/3;3-5;M*
;WIND DIRECTION;;;2B;WIND DIRECTION IN MILS;;1048/3;;
3;WIND SPEED;;;3A;WIND SPEED;;1525/2;3-3;M*
