FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;MILITARY COMMAND AUTHORITY;;;1A;MILITARY COMMAND AUTHORITY;;1028/22;1-50;M
2;UNIT;;;2A;UNIT;;1022/57;1-30;M
3;RADIO FREQUENCY;;;3A;RADIO FREQUENCY;;2064;3-14;O*
