FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;NUMBER OF DEFENCE SUPPRESSION AIRCRAFT REMAINING;;;1A;NUMBER OF DEFENCE SUPPRESSION AIRCRAFT REMAINING;;1044/9;3-3;M
2;NUMBER OF DEFENCE SUPPRESSION WEAPON SYSTEMS COMBAT READY;;;2A;NUMBER OF DEFENCE SUPPRESSION WEAPON SYSTEMS COMBAT READY;;1044/25;3-3;M
3;TOTAL NUMBER OF AIRCRAFT LOST;;;3A;TOTAL NUMBER OF AIRCRAFT LOST;;1044/10;3-3;M
