FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;LCS NAME;;;1A;LCS NAME;;1022/335;1-38;M
2;LCAC CONTROL SHIP (LCS) CALL SIGN;;;2A;LCAC CONTROL SHIP (LCS) CALL SIGN;;1129/50;1-38;M
3;ALTERNATIVE LCAC CONTROL SHIP (ALCS) CALL SIGN;;;3A;ALTERNATIVE LCAC CONTROL SHIP (ALCS) CALL SIGN;;1129/51;1-38;M
4;PRIMARY FREQUENCY IN MEGAHERTZ;;;4A;PRIMARY FREQUENCY IN MEGAHERTZ;;1068/3;2-8;M
5;SECONDARY FREQUENCY IN MEGAHERTZ;;;5A;SECONDARY FREQUENCY IN MEGAHERTZ;;1068/4;2-8;M
6;LCAC LANDING ZONE NAME;;;6A;LCAC LANDING ZONE NAME;;1022/336;1-20;M*
