FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;UNDEFINED LINK 16 TRACK NUMBER REFERENCE;;;1A;UNDEFINED LINK 16 TRACK NUMBER REFERENCE;;1625/29;5-5;M*
