FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;INITIATION METHOD;;;1A;INITIATION METHOD;;1601/2;1-1;M
2;FIRING CIRCUIT;;;2A;FIRING CIRCUIT;;1601/3;1-1;M
