FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;TOTAL COUNT OF SLOT BUOYS CARRIED;;;1A;TOTAL COUNT OF SLOT BUOYS CARRIED;;1044/248;1-3;M
2;COUNT OF BUOYS BY CHANNEL NUMBER;;;2A;COUNT OF BUOYS BY CHANNEL NUMBER;;2381;4-8;M*
