FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;UNIT;;;1A;UNIT;;1022/57;1-30;M
2;FREQUENCY DESIGNATOR;;;2A;FREQUENCY DESIGNATOR;;1396/1;1-8;M
3;LINK IV RADIO FREQUENCY IN MHZ;;;3A;LINK IV RADIO FREQUENCY IN MHZ;;1068/21;5-7;M
