FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;WATER DEPTH IN METRES;;;1A;WATER DEPTH IN METRES;;1247/3;1-3;M
2;TIDAL DIFFERENCE IN METRES;;;2A;TIDAL DIFFERENCE IN METRES;;1014/2;1-3;M
