FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;AIRSPACE CONTROL MEANS;;;1A;TYPE OF AIRSPACE CONTROL MEANS;ACM;1389/2;2-6;M
;AIRSPACE CONTROL MEANS;;;1B;TYPE OF ACM, OTHER;OTR;1389/4;;
2;AIRSPACE CONTROL MEANS IDENTIFIER;;;2A;AIRSPACE CONTROL MEANS IDENTIFYING DESIGNATOR;DESIG;1515/12;1-30;M
;AIRSPACE CONTROL MEANS IDENTIFIER;;;2B;AIRSPACE CONTROL MEANS NAME;NAME;1022/27;;
3;TYPE OF AIRSPACE SHAPE;;;3A;TYPE OF AIRSPACE SHAPE;;1237/2;4-8;M
4;AIRSPACE USAGE;;;4A;AIRSPACE USAGE;USE;1389/3;2-6;M
;AIRSPACE USAGE;;;4B;AIRSPACE USAGE, OTHER;OTR;1389/5;;
5;ACM LINK 16 TRACK NUMBER REFERENCE;;;5A;ACM LINK 16 TRACK NUMBER REFERENCE;;1625/28;5-5;O
6;TRANSITION ALTITUDE;;;6A;TRANSITION ALTITUDE;;2279;2-7;O
