FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;TYPE OF SCREEN;;;1A;TYPE OF SCREEN;;1299/14;5-19;M
2;SCREEN NAME;;;2A;SCREEN NAME;;1022/341;1-30;M
3;SCREEN ORIGIN;;;3A;UNIT NAME;;1022/48;1-38;M
4;SCREEN PARAMETERS;;;4A;SECTOR LIMITS, DEGREES AND HUNDREDS OF YARDS;;2333;13-13;M*
5;UNIT;;;5A;UNIT;;1022/57;1-30;M*
