FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;HELICOPTER TYPE;;;1A;HELICOPTER TYPE;;1015/8;2-6;M
2;NUMBER OF COMBAT READY AIRCRAFT;;;2A;NUMBER OF COMBAT READY AIRCRAFT;;1044/215;1-3;M
3;NUMBER OF AIRCRAFT COMBAT AVAILABLE;;;3A;NUMBER OF AIRCRAFT COMBAT AVAILABLE;;1044/310;1-3;M
4;NUMBER OF AIRCRAFT UNSERVICEABLE;;;4A;NUMBER OF AIRCRAFT UNSERVICEABLE;;1044/311;1-3;M
