FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;AIRBORNE EARLY WARNING (AEW) MAIN PROBLEM AREA;;;1A;AIRBORNE EARLY WARNING (AEW) MAIN PROBLEM AREA;;1574/2;3-6;M
2;AIRBORNE EARLY WARNING (AEW) SUB-PROBLEM AREA;;;2A;AIRBORNE EARLY WARNING (AEW) SUB-PROBLEM AREA;;1574/3;3-3;M
3;COMMENTS;;;3A;COMMENTS;;1357/1;1-68;M
