FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;NAVIGATION HAZARD WARNING;;;1A;NAVIGATION HAZARD WARNING;;1642/1;1-30;M
