FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;ANGULAR CLOUD WIDTH AND UNIT OF MEASUREMENT;;;1A;ANGULAR CLOUD WIDTH IN DEGREES;;2315;6-7;M
;ANGULAR CLOUD WIDTH AND UNIT OF MEASUREMENT;;;1B;ANGULAR CLOUD WIDTH IN MILS;;2317;;
