FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;LAST BROADCAST NUMBER RECEIVED;;;1A;LAST BROADCAST NUMBER RECEIVED;;2308;8-9;M
2;FIRST BROADCAST NUMBER RECEIVED;;;2A;FIRST BROADCAST NUMBER RECEIVED;;2308;8-9;M
