FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;ROCKET PROJECTILE TYPE;;;1A;ROCKET PROJECTILE TYPE;;1407/42;1-68;M
2;NUMBER OF ROCKET PROJECTILES;;;2A;NUMBER OF ROCKET PROJECTILES;;1044/398;1-3;M
3;DESCRIPTION OF ROCKET CARRIERS;;;3A;DESCRIPTION OF ROCKET CARRIERS;;1363/66;1-68;M
4;NUMBER OF ROCKET CARRIERS;;;4A;NUMBER OF ROCKET CARRIERS;;1044/513;1-2;M
