FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;BOUNDARY IDENTIFIER;;;1A;BOUNDARY IDENTIFIER;;1028/44;1-6;M*
