FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;DEPLANEMENT METHOD;;;1A;DEPLANEMENT METHOD;;1786/1;4-5;M*
