FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;ICAO BASE CODE;;;1A;ICAO BASE CODE;;1125/2;4-4;M
2;AEW AIRCRAFT;;;2A;AEW AIRCRAFT;;1015/14;3-6;M*
3;TOTAL NUMBER OF AIRCRAFT;;;3A;TOTAL NUMBER OF AIRCRAFT;;1044/212;1-3;M*
4;NUMBER OF COMBAT READY AIRCRAFT;;;4A;NUMBER OF COMBAT READY AIRCRAFT;;1044/215;1-3;M*
