FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;ENVIRONMENTAL ACOUSTIC INFORMATION SOURCE;;;1A;ENVIRONMENTAL ACOUSTIC INFORMATION SOURCE;;1474/2;2-3;M
2;FREQUENCY OF INTEREST;;;2A;FREQUENCY OF INTEREST;;2479;3-10;M
3;SENSOR TYPE;;;3A;SENSOR TYPE;;1434/1;2-6;M
4;PREDICTED ACTIVE RANGE, YARDS OR KILOYARDS;;;4A;PREDICTED ACTIVE RANGE, YARDS OR KILOYARDS;;2273;3-8;M
5;ACTUAL ACTIVE RANGE, YARDS OR KILOYARDS;;;5A;ACTUAL ACTIVE RANGE, YARDS OR KILOYARDS;;2273;3-8;M
