FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;SHIP NAME;;;1A;SHIP NAME;;1022/49;1-38;M
;SHIP NAME;;;1B;SHIP NICKNAME;NICKNAME;1022/38;;
2;INTERNATIONAL RADIO CALL SIGN;;;2A;INTERNATIONAL RADIO CALL SIGN;;1129/3;4-8;M
